ANY,Codi municipi,Nom municipi,Comarca,Província,Núm instal·lacions,Potència (kW),Producció bruta (kWh),Consums propis (kWh),Producció neta (kWh),Consums bombament (kWh),Produccció disponible (kWh),Autoconsum (kWh),Vendes a la xarxa (kWh),Distribució pròpia (kWh),Energia tèrmica recuperada (Kcal)
2013,8283,TONA,OSONA,BARCELONA,9,207.6,"296,260.00",0,"296,260.00",0,"296,260.00",0,"296,260.00",0,0
2014,8283,TONA,OSONA,BARCELONA,8,187.6,"280,049.00",0,"280,049.00",0,"280,049.00",0,"280,049.00",0,0
2015,8283,TONA,OSONA,BARCELONA,8,187.6,"259,557.00",0,"259,557.00",0,"259,557.00",0,"259,557.00",0,0
2016,8283,TONA,OSONA,BARCELONA,8,187.6,0,0,0,0,0,0,0,0,0
2017,8283,TONA,OSONA,BARCELONA,8,187.6,0,0,0,0,0,0,0,0,0
2010,25223,TORA,SEGARRA,LLEIDA,2,119.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,25223,TORA,SEGARRA,LLEIDA,2,119.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,25223,TORA,SEGARRA,LLEIDA,2,119.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,25223,TORA,SEGARRA,LLEIDA,2,119.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,25223,TORA,SEGARRA,LLEIDA,2,119.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,25223,TORA,SEGARRA,LLEIDA,2,119.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,25223,TORA,SEGARRA,LLEIDA,2,119.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,25223,TORA,SEGARRA,LLEIDA,2,119.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,25223,TORA,SEGARRA,LLEIDA,2,119.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,8284,TORDERA,MARESME,BARCELONA,1,2320,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,8284,TORDERA,MARESME,BARCELONA,2,2340,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,8284,TORDERA,MARESME,BARCELONA,2,2340,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,8284,TORDERA,MARESME,BARCELONA,2,2340,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,8284,TORDERA,MARESME,BARCELONA,2,2340,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,8284,TORDERA,MARESME,BARCELONA,2,2340,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,8284,TORDERA,MARESME,BARCELONA,2,2340,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,8284,TORDERA,MARESME,BARCELONA,2,2340,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,8284,TORDERA,MARESME,BARCELONA,2,2340,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,8285,TORELLO,OSONA,BARCELONA,32,1776,"3,496,279.00","20,334.00","3,475,945.00",0,"3,475,945.00",0,"3,475,945.00",0,0
2011,8285,TORELLO,OSONA,BARCELONA,32,1776,"3,168,578.00","13,830.00","3,154,748.00",0,"3,154,748.00",0,"3,154,748.00",0,0
2012,8285,TORELLO,OSONA,BARCELONA,34,2254.8,"2,704,959.00","5,998.00","2,698,961.00",0,"2,698,961.00",0,"2,698,961.00",0,0
2013,8285,TORELLO,OSONA,BARCELONA,34,2254.8,"3,898,745.00","8,963.00","3,889,782.00",0,"3,889,782.00",0,"3,889,782.00",0,0
2014,8285,TORELLO,OSONA,BARCELONA,34,2254.8,"4,159,063.00","10,667.00","4,148,396.00",0,"4,148,396.00",0,"4,148,396.00",0,0
2015,8285,TORELLO,OSONA,BARCELONA,34,2254.8,"3,890,408.00","9,045.00","3,881,363.00",0,"3,881,363.00",0,"3,881,363.00",0,0
2016,8285,TORELLO,OSONA,BARCELONA,34,2254.8,"1,716,605.00","6,975.00","1,709,630.00",0,"1,709,630.00",0,"1,709,630.00",0,0
2017,8285,TORELLO,OSONA,BARCELONA,34,2254.8,"1,674,814.00","6,547.00","1,668,267.00",0,"1,668,267.00",0,"1,668,267.00",0,0
2018,8285,TORELLO,OSONA,BARCELONA,34,2254.8,"1,948,179.00","7,778.00","1,940,401.00",0,"1,940,401.00",0,"1,940,401.00",0,0
2010,25225,TORNABOUS,URGELL,LLEIDA,14,516.6,"1,034,808.00",0,"1,034,808.00",0,"1,034,808.00",0,"1,034,808.00",0,0
2011,25225,TORNABOUS,URGELL,LLEIDA,14,516.6,"1,016,028.00",0,"1,016,028.00",0,"1,016,028.00",0,"1,016,028.00",0,0
2012,25225,TORNABOUS,URGELL,LLEIDA,14,516.6,"1,058,509.00",0,"1,058,509.00",0,"1,058,509.00",0,"1,058,509.00",0,0
2013,25225,TORNABOUS,URGELL,LLEIDA,14,516.6,"1,005,320.00",0,"1,005,320.00",0,"1,005,320.00",0,"1,005,320.00",0,0
2014,25225,TORNABOUS,URGELL,LLEIDA,14,516.6,"958,856.00",0,"958,856.00",0,"958,856.00",0,"958,856.00",0,0
2015,25225,TORNABOUS,URGELL,LLEIDA,14,516.6,"980,074.00",0,"980,074.00",0,"980,074.00",0,"980,074.00",0,0
2016,25225,TORNABOUS,URGELL,LLEIDA,14,516.6,0,0,0,0,0,0,0,0,0
2017,25225,TORNABOUS,URGELL,LLEIDA,14,516.6,0,0,0,0,0,0,0,0,0
2018,25225,TORNABOUS,URGELL,LLEIDA,14,516.6,0,0,0,0,0,0,0,0,0
2010,25227,"TORRE DE CABDELLA, LA",PALLARS JUSSA,LLEIDA,6,498150,"454,994,795.00","9,930,000.00","445,064,795.00","441,740,000.00","81,140,795.00",0,"81,140,795.00",0,0
2011,25227,"TORRE DE CABDELLA, LA",PALLARS JUSSA,LLEIDA,6,498150,"272,208,652.00","902,000.00","271,306,652.00","237,223,000.00","62,007,652.00",0,"62,007,652.00",0,0
2012,25227,"TORRE DE CABDELLA, LA",PALLARS JUSSA,LLEIDA,6,498150,"329,575,856.00","1,055,000.00","328,520,856.00","321,143,000.00","58,032,856.00",0,"58,032,856.00",0,0
2013,25227,"TORRE DE CABDELLA, LA",PALLARS JUSSA,LLEIDA,6,498150,"362,871,453.00","1,178,000.00","361,693,453.00","290,004,000.00","86,369,453.00",0,"86,369,453.00",0,0
2014,25227,"TORRE DE CABDELLA, LA",PALLARS JUSSA,LLEIDA,6,498150,"375,854,315.00","1,139,000.00","374,715,315.00","317,488,000.00","84,783,315.00",0,"84,783,315.00",0,0
2015,25227,"TORRE DE CABDELLA, LA",PALLARS JUSSA,LLEIDA,6,498150,"390,195,787.00","1,459,000.00","388,736,787.00","392,659,000.00","56,432,787.00",0,"56,432,787.00",0,0
2016,25227,"TORRE DE CABDELLA, LA",PALLARS JUSSA,LLEIDA,6,498150,"307,923,400.00","1,167,000.00","306,756,400.00","266,651,000.00","65,693,400.00",0,"65,693,400.00",0,0
2017,25227,"TORRE DE CABDELLA, LA",PALLARS JUSSA,LLEIDA,7,498195,"211,342,075.00","732,379.00","210,609,696.00","151,730,000.00","63,276,867.00",0,"63,276,867.00",0,0
2018,25227,"TORRE DE CABDELLA, LA",PALLARS JUSSA,LLEIDA,7,498195,"189,953,935.00","871,287.00","189,082,648.00","68,601,591.00","86,410,902.00",0,"86,410,902.00",0,0
2010,8286,"TORRE DE CLARAMUNT, LA",ANOIA,BARCELONA,9,510,"796,435.00",0,"796,435.00",0,"796,435.00",0,"796,435.00",0,0
2011,8286,"TORRE DE CLARAMUNT, LA",ANOIA,BARCELONA,9,510,"827,673.00",0,"827,673.00",0,"827,673.00",0,"827,673.00",0,0
2012,8286,"TORRE DE CLARAMUNT, LA",ANOIA,BARCELONA,9,510,"827,956.00",0,"827,956.00",0,"827,956.00",0,"827,956.00",0,0
2013,8286,"TORRE DE CLARAMUNT, LA",ANOIA,BARCELONA,9,510,"793,079.00",0,"793,079.00",0,"793,079.00",0,"793,079.00",0,0
2014,8286,"TORRE DE CLARAMUNT, LA",ANOIA,BARCELONA,8,495,"705,787.00",0,"705,787.00",0,"705,787.00",0,"705,787.00",0,0
2015,8286,"TORRE DE CLARAMUNT, LA",ANOIA,BARCELONA,8,495,"702,347.00",0,"702,347.00",0,"702,347.00",0,"702,347.00",0,0
2016,8286,"TORRE DE CLARAMUNT, LA",ANOIA,BARCELONA,8,495,0,0,0,0,0,0,0,0,0
2017,8286,"TORRE DE CLARAMUNT, LA",ANOIA,BARCELONA,8,495,0,0,0,0,0,0,0,0,0
2018,8286,"TORRE DE CLARAMUNT, LA",ANOIA,BARCELONA,8,495,0,0,0,0,0,0,0,0,0
2011,43152,"TORRE DE L'ESPANYOL, LA",RIBERA D'EBRE,TARRAGONA,2,15070,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,43152,"TORRE DE L'ESPANYOL, LA",RIBERA D'EBRE,TARRAGONA,2,21750,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,43152,"TORRE DE L'ESPANYOL, LA",RIBERA D'EBRE,TARRAGONA,2,21750,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,43152,"TORRE DE L'ESPANYOL, LA",RIBERA D'EBRE,TARRAGONA,2,21750,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,43152,"TORRE DE L'ESPANYOL, LA",RIBERA D'EBRE,TARRAGONA,2,21750,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,43152,"TORRE DE L'ESPANYOL, LA",RIBERA D'EBRE,TARRAGONA,2,21750,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,43152,"TORRE DE L'ESPANYOL, LA",RIBERA D'EBRE,TARRAGONA,2,21750,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,43152,"TORRE DE L'ESPANYOL, LA",RIBERA D'EBRE,TARRAGONA,2,21750,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,25226,TORREBESSES,SEGRIA,LLEIDA,1,99,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,25226,TORREBESSES,SEGRIA,LLEIDA,1,99,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,25226,TORREBESSES,SEGRIA,LLEIDA,1,99,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,25226,TORREBESSES,SEGRIA,LLEIDA,1,99,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,25226,TORREBESSES,SEGRIA,LLEIDA,1,99,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,25226,TORREBESSES,SEGRIA,LLEIDA,1,99,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,25226,TORREBESSES,SEGRIA,LLEIDA,1,99,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,25226,TORREBESSES,SEGRIA,LLEIDA,1,99,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,25226,TORREBESSES,SEGRIA,LLEIDA,1,99,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,43153,TORREDEMBARRA,TARRAGONES,TARRAGONA,2,35,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,43153,TORREDEMBARRA,TARRAGONES,TARRAGONA,2,35,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,43153,TORREDEMBARRA,TARRAGONES,TARRAGONA,2,35,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,43153,TORREDEMBARRA,TARRAGONES,TARRAGONA,2,35,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,43153,TORREDEMBARRA,TARRAGONES,TARRAGONA,1,30,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,43153,TORREDEMBARRA,TARRAGONES,TARRAGONA,1,30,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,43153,TORREDEMBARRA,TARRAGONES,TARRAGONA,1,30,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,43153,TORREDEMBARRA,TARRAGONES,TARRAGONA,1,30,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,43153,TORREDEMBARRA,TARRAGONES,TARRAGONA,1,30,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,25228,TORREFARRERA,SEGRIA,LLEIDA,6,1022,"1,098,721.00","7,446.00","1,091,275.00",0,"1,091,275.00",0,"1,091,275.00",0,0
2011,25228,TORREFARRERA,SEGRIA,LLEIDA,8,1082,"1,181,901.00","7,917.00","1,173,984.00",0,"1,173,984.00",0,"1,173,984.00",0,0
2012,25228,TORREFARRERA,SEGRIA,LLEIDA,8,1082,"1,048,299.00","6,829.00","1,041,470.00",0,"1,041,470.00",0,"1,041,470.00",0,0
2013,25228,TORREFARRERA,SEGRIA,LLEIDA,9,1172,"1,198,902.00","6,638.00","1,192,264.00",0,"1,192,264.00",0,"1,192,264.00",0,0
2014,25228,TORREFARRERA,SEGRIA,LLEIDA,9,1172,"1,388,864.00","8,272.00","1,380,592.00",0,"1,380,592.00",0,"1,380,592.00",0,0
2015,25228,TORREFARRERA,SEGRIA,LLEIDA,9,1172,"1,287,980.00","8,049.00","1,279,931.00",0,"1,279,931.00",0,"1,279,931.00",0,0
2016,25228,TORREFARRERA,SEGRIA,LLEIDA,9,1172,"593,148.00","7,551.00","585,597.00",0,"585,597.00",0,"585,597.00",0,0
2017,25228,TORREFARRERA,SEGRIA,LLEIDA,9,1172,"568,467.00","6,072.00","562,395.00",0,"562,395.00",0,"562,395.00",0,0
2018,25228,TORREFARRERA,SEGRIA,LLEIDA,9,1172,"736,107.00","5,516.00","730,591.00",0,"730,591.00",0,"730,591.00",0,0
2010,25907,TORREFETA I FLOREJACS,SEGARRA,LLEIDA,4,260,"450,916.00",0,"450,916.00",0,"450,916.00",0,"450,916.00",0,0
2011,25907,TORREFETA I FLOREJACS,SEGARRA,LLEIDA,4,260,"477,599.00",0,"477,599.00",0,"477,599.00",0,"477,599.00",0,0
2012,25907,TORREFETA I FLOREJACS,SEGARRA,LLEIDA,4,260,"497,613.00",0,"497,613.00",0,"497,613.00",0,"497,613.00",0,0
2013,25907,TORREFETA I FLOREJACS,SEGARRA,LLEIDA,4,260,"475,909.00",0,"475,909.00",0,"475,909.00",0,"475,909.00",0,0
2014,25907,TORREFETA I FLOREJACS,SEGARRA,LLEIDA,4,260,"441,687.00",0,"441,687.00",0,"441,687.00",0,"441,687.00",0,0
2015,25907,TORREFETA I FLOREJACS,SEGARRA,LLEIDA,4,260,"458,792.00",0,"458,792.00",0,"458,792.00",0,"458,792.00",0,0
2016,25907,TORREFETA I FLOREJACS,SEGARRA,LLEIDA,4,260,0,0,0,0,0,0,0,0,0
2017,25907,TORREFETA I FLOREJACS,SEGARRA,LLEIDA,4,260,0,0,0,0,0,0,0,0,0
2018,25907,TORREFETA I FLOREJACS,SEGARRA,LLEIDA,4,260,0,0,0,0,0,0,0,0,0
2010,25230,TORREGROSSA,PLA D'URGELL,LLEIDA,6,481.2,"2,851,248.00","135,947.00","2,715,301.00",0,"2,715,301.00",0,"2,715,301.00",0,"539,993,655.00"
2011,25230,TORREGROSSA,PLA D'URGELL,LLEIDA,7,679.5,"1,993,506.00","71,121.00","1,922,385.00",0,"1,922,385.00",0,"1,922,385.00",0,"287,750,000.00"
2012,25230,TORREGROSSA,PLA D'URGELL,LLEIDA,8,2279.5,"2,558,196.00","71,928.00","2,486,268.00",0,"2,486,268.00",0,"2,486,268.00",0,"218,280,000.00"
2013,25230,TORREGROSSA,PLA D'URGELL,LLEIDA,9,2778.5,"5,496,723.00","89,318.00","5,407,405.00",0,"5,407,405.00",0,"5,407,405.00",0,"285,550,000.00"
2014,25230,TORREGROSSA,PLA D'URGELL,LLEIDA,9,2778.5,"6,497,309.00","166,179.00","6,331,130.00",0,"6,331,130.00",0,"6,331,130.00",0,"299,580,000.00"
2015,25230,TORREGROSSA,PLA D'URGELL,LLEIDA,9,2778.5,"7,383,581.00","261,155.00","7,122,426.00",0,"7,122,426.00",0,"7,122,426.00",0,"308,430,000.00"
2016,25230,TORREGROSSA,PLA D'URGELL,LLEIDA,9,2778.5,"3,242,190.00","280,514.00","2,961,676.00",0,"2,961,676.00",0,"2,961,676.00",0,"308,470,000.00"
2017,25230,TORREGROSSA,PLA D'URGELL,LLEIDA,9,2778.5,"4,572,750.00","515,684.00","4,057,066.00",0,"4,057,066.00",0,"4,057,066.00",0,"224,658,000.00"
2018,25230,TORREGROSSA,PLA D'URGELL,LLEIDA,9,2778.5,"3,813,108.00","392,294.00","3,420,814.00",0,"3,420,814.00",0,"3,420,814.00",0,0
2010,25231,TORRELAMEU,NOGUERA,LLEIDA,1,77,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,25231,TORRELAMEU,NOGUERA,LLEIDA,1,77,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,25231,TORRELAMEU,NOGUERA,LLEIDA,1,77,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,25231,TORRELAMEU,NOGUERA,LLEIDA,1,77,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,25231,TORRELAMEU,NOGUERA,LLEIDA,1,77,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,25231,TORRELAMEU,NOGUERA,LLEIDA,1,77,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,25231,TORRELAMEU,NOGUERA,LLEIDA,1,77,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,25231,TORRELAMEU,NOGUERA,LLEIDA,1,77,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,25231,TORRELAMEU,NOGUERA,LLEIDA,1,77,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,8287,TORRELAVIT,ALT PENEDES,BARCELONA,1,770,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,8287,TORRELAVIT,ALT PENEDES,BARCELONA,0,0,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,8288,TORRELLES DE FOIX,ALT PENEDES,BARCELONA,1,10.5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,8288,TORRELLES DE FOIX,ALT PENEDES,BARCELONA,1,10.5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,8288,TORRELLES DE FOIX,ALT PENEDES,BARCELONA,1,10.5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,8288,TORRELLES DE FOIX,ALT PENEDES,BARCELONA,1,10.5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,8288,TORRELLES DE FOIX,ALT PENEDES,BARCELONA,1,10.5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,8288,TORRELLES DE FOIX,ALT PENEDES,BARCELONA,1,10.5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,8288,TORRELLES DE FOIX,ALT PENEDES,BARCELONA,1,10.5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,8288,TORRELLES DE FOIX,ALT PENEDES,BARCELONA,1,10.5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,8288,TORRELLES DE FOIX,ALT PENEDES,BARCELONA,1,10.5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,17197,TORRENT,BAIX EMPORDA,GIRONA,1,2.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,17197,TORRENT,BAIX EMPORDA,GIRONA,1,2.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,17197,TORRENT,BAIX EMPORDA,GIRONA,1,2.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,17197,TORRENT,BAIX EMPORDA,GIRONA,1,2.2,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,17197,TORRENT,BAIX EMPORDA,GIRONA,0,0,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,25232,TORRES DE SEGRE,SEGRIA,LLEIDA,24,2730.3,"4,800,044.00",0,"4,800,044.00",0,"4,800,044.00",0,"4,800,044.00",0,0
2011,25232,TORRES DE SEGRE,SEGRIA,LLEIDA,24,2730.3,"4,877,436.00",0,"4,877,436.00",0,"4,877,436.00",0,"4,877,436.00",0,0
2012,25232,TORRES DE SEGRE,SEGRIA,LLEIDA,24,2730.3,"5,218,940.00",0,"5,218,940.00",0,"5,218,940.00",0,"5,218,940.00",0,0
2013,25232,TORRES DE SEGRE,SEGRIA,LLEIDA,25,5130.3,"16,146,111.00","558,235.00","15,587,876.00",0,"15,587,876.00",0,"15,587,876.00",0,0
2014,25232,TORRES DE SEGRE,SEGRIA,LLEIDA,25,5130.3,"16,394,466.00","588,487.00","15,805,979.00",0,"15,805,979.00","1,023,978.00","14,782,001.00",0,0
2015,25232,TORRES DE SEGRE,SEGRIA,LLEIDA,25,5130.3,"16,293,537.00","445,468.00","15,848,069.00",0,"15,848,069.00","1,052,181.00","14,795,888.00",0,"8,924,775,255.00"
2016,25232,TORRES DE SEGRE,SEGRIA,LLEIDA,25,5130.3,"11,441,310.00","450,066.00","10,991,244.00",0,"10,991,244.00","869,434.00","10,121,810.00",0,"8,103,840,000.00"
2017,25232,TORRES DE SEGRE,SEGRIA,LLEIDA,25,5130.3,"5,846,550.00","201,176.00","5,645,374.00",0,"5,645,374.00","583,610.00","5,061,764.00",0,"4,678,675,000.00"
2018,25232,TORRES DE SEGRE,SEGRIA,LLEIDA,25,5130.3,"6,737,330.00","266,514.00","6,470,816.00",0,"6,470,816.00","552,379.00","5,918,437.00",0,"5,535,000,000.00"
2010,25233,TORRE-SERONA,SEGRIA,LLEIDA,1,3.3,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,25233,TORRE-SERONA,SEGRIA,LLEIDA,3,693.3,"913,030.00",0,"913,030.00",0,"913,030.00",0,"913,030.00",0,0
2012,25233,TORRE-SERONA,SEGRIA,LLEIDA,3,693.3,"1,143,182.00",0,"1,143,182.00",0,"1,143,182.00",0,"1,143,182.00",0,0
2013,25233,TORRE-SERONA,SEGRIA,LLEIDA,3,693.3,"1,094,240.00",0,"1,094,240.00",0,"1,094,240.00",0,"1,094,240.00",0,0
2014,25233,TORRE-SERONA,SEGRIA,LLEIDA,3,693.3,"1,056,657.00",0,"1,056,657.00",0,"1,056,657.00",0,"1,056,657.00",0,0
2015,25233,TORRE-SERONA,SEGRIA,LLEIDA,3,693.3,"1,050,853.00",0,"1,050,853.00",0,"1,050,853.00",0,"1,050,853.00",0,0
2016,25233,TORRE-SERONA,SEGRIA,LLEIDA,3,693.3,0,0,0,0,0,0,0,0,0
2017,25233,TORRE-SERONA,SEGRIA,LLEIDA,3,693.3,0,0,0,0,0,0,0,0,0
2018,25233,TORRE-SERONA,SEGRIA,LLEIDA,3,693.3,0,0,0,0,0,0,0,0,0
2010,17199,TORROELLA DE MONTGRI,BAIX EMPORDA,GIRONA,4,16.5,"29,338.00",0,"29,338.00",0,"29,338.00",0,"29,338.00",0,0
2011,17199,TORROELLA DE MONTGRI,BAIX EMPORDA,GIRONA,5,36.5,"43,723.00",0,"43,723.00",0,"43,723.00",0,"43,723.00",0,0
2012,17199,TORROELLA DE MONTGRI,BAIX EMPORDA,GIRONA,5,36.5,"52,838.00",0,"52,838.00",0,"52,838.00",0,"52,838.00",0,0
2013,17199,TORROELLA DE MONTGRI,BAIX EMPORDA,GIRONA,6,46.4,"64,112.00",0,"64,112.00",0,"64,112.00","7,920.00","56,192.00",0,0
2014,17199,TORROELLA DE MONTGRI,BAIX EMPORDA,GIRONA,6,46.4,"72,032.00",0,"72,032.00",0,"72,032.00","11,880.00","60,152.00",0,0
2015,17199,TORROELLA DE MONTGRI,BAIX EMPORDA,GIRONA,6,46.4,"70,497.00",0,"70,497.00",0,"70,497.00","11,880.00","58,617.00",0,0
2016,17199,TORROELLA DE MONTGRI,BAIX EMPORDA,GIRONA,6,46.4,0,0,0,0,0,0,0,0,0
2017,17199,TORROELLA DE MONTGRI,BAIX EMPORDA,GIRONA,6,46.4,0,0,0,0,0,0,0,0,0
2018,17199,TORROELLA DE MONTGRI,BAIX EMPORDA,GIRONA,6,46.4,0,0,0,0,0,0,0,0,0
2010,17200,TORTELLA,GARROTXA,GIRONA,4,172.9,"240,535.00",0,"240,535.00",0,"240,535.00",0,"240,535.00",0,0
2011,17200,TORTELLA,GARROTXA,GIRONA,4,172.9,"241,198.00",0,"241,198.00",0,"241,198.00",0,"241,198.00",0,0
2012,17200,TORTELLA,GARROTXA,GIRONA,4,172.9,"238,789.00",0,"238,789.00",0,"238,789.00",0,"238,789.00",0,0
2013,17200,TORTELLA,GARROTXA,GIRONA,4,172.9,"228,638.00",0,"228,638.00",0,"228,638.00",0,"228,638.00",0,0
2014,17200,TORTELLA,GARROTXA,GIRONA,5,182.9,"204,640.00",0,"204,640.00",0,"204,640.00",749,"203,891.00",0,0
2015,17200,TORTELLA,GARROTXA,GIRONA,5,182.9,"298,885.00",0,"298,885.00",0,"298,885.00","7,486.00","291,399.00",0,0
2016,17200,TORTELLA,GARROTXA,GIRONA,5,182.9,0,0,0,0,0,0,0,0,0
2017,17200,TORTELLA,GARROTXA,GIRONA,5,182.9,0,0,0,0,0,0,0,0,0
2018,17200,TORTELLA,GARROTXA,GIRONA,5,182.9,0,0,0,0,0,0,0,0,0
2010,43155,TORTOSA,BAIX EBRE,TARRAGONA,10,123999.3,"508,359,818.00","18,990,018.00","489,369,800.00",0,"489,369,800.00",0,"489,369,800.00",0,"188,657,340,000.00"
2011,43155,TORTOSA,BAIX EBRE,TARRAGONA,11,128019.3,"483,635,909.00","21,853,691.00","461,782,218.00",0,"461,782,218.00",0,"461,782,218.00",0,"188,836,220,000.00"
2012,43155,TORTOSA,BAIX EBRE,TARRAGONA,12,128119.3,"537,087,830.00","23,363,471.00","513,724,359.00",0,"513,724,359.00",0,"513,724,359.00",0,"209,889,060,000.00"
2013,43155,TORTOSA,BAIX EBRE,TARRAGONA,13,128418.5,"571,731,038.00","28,014,393.00","543,716,645.00",0,"543,716,645.00",0,"543,716,645.00",0,"230,947,840,000.00"
2014,43155,TORTOSA,BAIX EBRE,TARRAGONA,13,128418.5,"399,770,266.00","12,086,656.00","387,683,610.00",0,"387,683,610.00",0,"387,683,610.00",0,"151,869,120,000.00"
2015,43155,TORTOSA,BAIX EBRE,TARRAGONA,13,128418.5,"495,647,143.00","16,731,051.00","478,916,092.00",0,"478,916,092.00",0,"478,916,092.00",0,"195,107,340,000.00"
2016,43155,TORTOSA,BAIX EBRE,TARRAGONA,13,128418.5,"436,475,760.00","13,216,483.00","423,259,277.00",0,"423,259,277.00",0,"423,259,277.00",0,"162,086,780,000.00"
2017,43155,TORTOSA,BAIX EBRE,TARRAGONA,13,128418.5,"484,597,361.00","14,536,988.00","470,060,373.00",0,"470,060,373.00",0,"470,060,373.00",0,"183,549,800,000.00"
2018,43155,TORTOSA,BAIX EBRE,TARRAGONA,13,128418.5,"520,154,088.00","16,656,270.00","503,497,818.00",0,"503,497,818.00",0,"503,497,818.00",0,"200,816,020,000.00"
2013,17202,TOSSA DE MAR,SELVA,GIRONA,1,5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,17202,TOSSA DE MAR,SELVA,GIRONA,1,5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,17202,TOSSA DE MAR,SELVA,GIRONA,1,5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,17202,TOSSA DE MAR,SELVA,GIRONA,1,5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,17202,TOSSA DE MAR,SELVA,GIRONA,1,5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,17202,TOSSA DE MAR,SELVA,GIRONA,1,5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,25234,TREMP,PALLARS JUSSA,LLEIDA,3,118.5,"72,731.00",0,"72,731.00",0,"72,731.00",0,"72,731.00",0,0
2011,25234,TREMP,PALLARS JUSSA,LLEIDA,3,118.5,"215,111.00",0,"215,111.00",0,"215,111.00",0,"215,111.00",0,0
